Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCJ05,OUT018,2137.899547
FDF59,OUT046,1883.049637
NCO05,OUT035,1658.856445
FDW24,OUT018,656.955923
NCX42,OUT018,2365.181279
NCA53,OUT035,745.6420512
FDI45,OUT019,433.3814769
FDG46,OUT046,1832.671689
FDM20,OUT010,576.0163685
FDW11,OUT010,121.5085593
FDX08,OUT035,3014.416446
NCK17,OUT035,639.3544912
FDK32,OUT018,2131.064372
NCA42,OUT035,2604.564085
DRI01,OUT035,2830.181167
NCL55,OUT049,4161.32115
DRE25,OUT018,1275.543052
FDD14,OUT017,2947.55368
FDB10,OUT046,3848.11005
DRN11,OUT035,2457.228418
FDP38,OUT018,600.7349242
NCA30,OUT017,2998.889023
FDT15,OUT017,3092.87583
NCP55,OUT018,624.190316
FDF12,OUT035,2449.681376
FDM21,OUT018,3324.586587
FDX56,OUT035,3856.697583
FDF10,OUT017,2373.715754
FDT32,OUT045,2924.706413
FDM51,OUT018,1338.77698
NCR50,OUT018,2157.649892
FDI19,OUT049,3999.990784
FDX21,OUT017,1706.115604
FDR31,OUT035,2427.000737
FDY02,OUT013,4143.207034
NCA29,OUT045,2777.385418
NCX17,OUT046,3586.77883
FDM12,OUT045,2946.268313
FDI53,OUT027,4083.384578
NCU30,OUT049,2591.02446
FDC56,OUT027,2989.378502
FDK27,OUT018,1610.874713
NCK18,OUT017,2656.120228
FDB52,OUT019,603.3383351
DRG25,OUT027,5054.662966
FDZ13,OUT049,811.7724805
FDB57,OUT019,562.440446
FDR40,OUT046,1411.06926
NCO14,OUT019,41.56220276
NCN19,OUT045,2972.641933
FDQ28,OUT019,307.4299766
FDO13,OUT018,2374.329381
FDK48,OUT013,1380.685971
FDU07,OUT018,2189.796273
FDW20,OUT046,1786.356797
FDV12,OUT010,151.0572702
FDH24,OUT013,2402.742262
FDV59,OUT049,3741.090931
FDK57,OUT045,1791.657498
FDL16,OUT027,1274.56723
NCQ17,OUT046,2451.479272
FDJ15,OUT018,2658.979001
FDX24,OUT049,1479.933977
FDT47,OUT046,1602.325474
FDT10,OUT049,814.9650026
FDZ37,OUT018,1225.547762
FDW43,OUT027,6031.917497
DRN36,OUT017,1429.796861
FDJ14,OUT045,1357.74094
FDA32,OUT013,3731.028661
FDJ38,OUT019,468.1817289
FDQ57,OUT017,2392.905108
NCQ41,OUT019,449.1132493
FDG56,OUT049,808.191743
DRC13,OUT027,3049.947467
FDV55,OUT035,2352.786031
FDQ49,OUT045,2391.418599
FDE29,OUT010,80.5941294
FDR03,OUT013,3762.486088
FDD45,OUT049,1466.725369
FDN38,OUT010,650.6805978
FDT56,OUT046,778.8147689
FDT48,OUT045,3049.455829
FDU03,OUT049,2984.638424
FDC56,OUT010,304.2077163
NCO43,OUT027,2585.217359
FDQ27,OUT017,1668.811005
FDR03,OUT046,3738.326377
DRH23,OUT010,72.0611595
FDG22,OUT045,599.8256635
NCJ42,OUT013,1548.024576
FDR24,OUT046,1359.917497
FDW60,OUT035,2914.31706
FDJ08,OUT013,3001.272877
DRL59,OUT018,596.6177191
FDG60,OUT010,589.7065307
FDW27,OUT017,2470.425914
FDX14,OUT018,1181.105636
FDC20,OUT013,717.2239097
NCS29,OUT018,3443.847404
FDJ56,OUT046,1585.086306
FDB20,OUT019,162.6775178
FDL28,OUT027,5949.260105
FDW01,OUT018,2136.506708
FDL03,OUT046,2943.909775
FDX22,OUT049,3772.152642
FDJ21,OUT035,2396.99689
FDR31,OUT045,2351.886947
FDG21,OUT035,2577.203686
FDS22,OUT027,1190.486373
FDK08,OUT035,1605.960944
FDE17,OUT018,2129.379488
NCN30,OUT017,1472.599167
FDT50,OUT046,1588.899789
NCX42,OUT049,2579.331421
FDJ12,OUT035,3935.111591
NCA18,OUT027,2941.720156
FDP23,OUT019,529.9803272
FDX12,OUT013,3971.833329
FDN40,OUT018,2197.309915
FDV48,OUT035,1425.305824
NCY54,OUT013,2784.19772
FDL16,OUT010,29.5805692
FDR45,OUT018,3225.309079
FDJ52,OUT046,2513.554454
DRG01,OUT017,1313.219167
FDP52,OUT013,3864.26215
FDU58,OUT017,3034.479912
FDL02,OUT045,1523.529638
FDG28,OUT013,3985.670791
FDA19,OUT035,1955.045036
FDW46,OUT027,1478.587662
NCD43,OUT049,1666.585762
DRG39,OUT013,677.7686745
NCF55,OUT049,679.1508277
FDJ07,OUT046,1841.137117
FDE08,OUT046,2365.786208
FDP56,OUT019,73.5325193
FDT45,OUT045,745.4328979
FDF17,OUT018,2667.302795
FDX44,OUT046,1423.01203
FDM28,OUT027,4906.026281
FDI36,OUT049,3166.315393
FDS07,OUT045,1740.996325
FDD36,OUT045,1718.298654
FDW11,OUT046,805.0855481
FDN40,OUT049,2445.370844
NCQ18,OUT049,1516.135497
NCQ54,OUT017,2623.525032
NCS42,OUT045,1438.201345
DRH39,OUT010,125.2505502
FDC09,OUT027,2681.525017
FDT08,OUT010,305.691973
FDC08,OUT035,3926.17375
FDT20,OUT017,600.6040601
FDS35,OUT035,869.1700235
FDX58,OUT018,2644.691316
FDW58,OUT046,1577.778533
DRD27,OUT046,1478.838094
FDH32,OUT019,215.4718202
FDS26,OUT035,4176.61875
FDQ31,OUT046,1477.114953
FDP11,OUT018,3156.550163
FDD58,OUT017,1589.785647
FDM33,OUT045,3637.853621
FDZ16,OUT049,3034.062243
NCS29,OUT010,704.5487475
NCM18,OUT019,123.3128728
FDP11,OUT049,3737.923385
NCC42,OUT017,2255.041624
DRM23,OUT046,2715.766621
NCN55,OUT027,5792.032865
FDK46,OUT013,3986.304513
FDR01,OUT046,3065.049586
NCA05,OUT045,2256.05345
NCP43,OUT017,2847.529394
FDR12,OUT010,422.3842402
FDQ01,OUT013,3979.015128
FDM13,OUT046,1944.081491
FDQ19,OUT017,4005.518466
FDK56,OUT019,495.8482053
NCX06,OUT010,438.9556867
FDO56,OUT027,2977.15373
FDU45,OUT045,1725.455687
FDI16,OUT019,99.616473
FDL32,OUT046,1755.235032
FDA07,OUT046,1894.431754
FDA14,OUT045,2271.760918
FDV46,OUT027,3680.572368
NCO07,OUT035,3937.590145
NCP41,OUT046,1590.829285
FDY60,OUT018,2057.99778
FDN38,OUT017,4153.563317
FDO15,OUT046,1327.376044
FDT60,OUT013,1815.277262
FDA55,OUT035,3954.3852
FDE02,OUT010,193.5014258
DRJ39,OUT049,3753.353517
FDV34,OUT035,1447.736162
FDS20,OUT027,4983.226277
FDF02,OUT027,2670.508349
FDW40,OUT017,2294.638673
NCB43,OUT046,2889.690724
FDR58,OUT017,1491.524967
DRJ59,OUT035,652.2120052
NCD30,OUT017,1506.908433
FDE14,OUT017,1497.751365
FDC28,OUT018,1491.240011
FDU16,OUT018,1162.664931
NCD19,OUT035,840.7824444
FDU21,OUT046,639.9769803
FDV59,OUT027,5649.540225
FDU03,OUT045,2902.55386
FDC33,OUT010,447.0548083
NCR42,OUT035,654.8840879
DRH59,OUT035,1411.101475
NCM31,OUT035,2399.85858
FDS50,OUT035,3950.464425
FDP39,OUT046,767.063338
FDQ55,OUT013,1770.403782
FDV36,OUT019,257.7879066
FDI05,OUT027,2395.37921
FDS45,OUT027,2727.526058
FDA39,OUT045,617.2912029
FDC37,OUT010,184.5963039
FDJ60,OUT027,4333.064407
DRQ35,OUT046,1861.01375
NCJ06,OUT046,1782.664703
NCY42,OUT018,2117.32124
DRM37,OUT049,3146.844
FDR14,OUT045,722.2213851
FDE51,OUT049,753.155314
FDT33,OUT017,2655.190183
FDR08,OUT013,1677.141867
FDE36,OUT010,375.0127225
FDL22,OUT019,205.5161615
FDR44,OUT013,1931.905488
FDI56,OUT019,180.2894107
FDE47,OUT010,264.5079201
FDV27,OUT010,167.7929412
FDV10,OUT049,701.143973
FDC40,OUT045,1317.537152
NCX41,OUT013,3698.25424
NCQ38,OUT027,2679.093028
FDV12,OUT027,2657.356865
FDE52,OUT017,1405.004376
FDG20,OUT027,4707.522319
FDV16,OUT027,1172.292836
FDI32,OUT017,1754.726309
FDJ32,OUT049,821.3863196
FDN39,OUT018,2366.817144
FDY34,OUT017,2695.805498
FDC14,OUT035,652.3415097
FDA55,OUT017,3928.875405
FDZ50,OUT010,525.3347561
DRG13,OUT049,2586.289591
FDP01,OUT013,2365.148562
NCG54,OUT017,2856.076211
FDM13,OUT045,1885.658658
NCO18,OUT027,4836.89339
NCW41,OUT013,2395.048048
FDM52,OUT027,3859.873703
NCF55,OUT035,681.3361798
FDT09,OUT046,1919.984872
NCM19,OUT035,1756.742824
FDW12,OUT018,2157.013109
FDP15,OUT019,621.667266
FDK36,OUT045,729.2254728
FDZ25,OUT035,2826.167701
NCW06,OUT049,3059.681704
FDW60,OUT046,2957.911536
DRC49,OUT013,2357.287357
NCT17,OUT035,3108.565627
NCN06,OUT018,2358.758674
FDC45,OUT013,2701.215874
DRJ47,OUT019,425.9766168
NCF06,OUT045,3758.167424
FDE21,OUT010,247.0964494
DRG27,OUT013,585.6966865
FDW40,OUT049,2280.786188
NCO53,OUT046,2927.76083
FDE23,OUT049,676.8606926
FDQ16,OUT046,1591.055197
FDS26,OUT045,3862.623751
FDZ13,OUT010,69.47875973
FDS14,OUT049,2470.083472
FDC10,OUT045,1791.324464
FDY16,OUT049,3021.831612
FDJ20,OUT035,1859.194162
FDV43,OUT035,645.6764065
FDZ32,OUT027,2713.921207
FDR23,OUT046,2732.695793
FDN24,OUT035,746.4277708
FDE34,OUT027,4949.947265
FDU31,OUT013,3748.032012
FDW33,OUT018,1447.735562
FDU26,OUT046,1772.671253
FDE20,OUT027,4506.723788
NCW05,OUT035,1583.8911
FDB22,OUT018,2198.900016
FDO56,OUT046,1803.863268
FDA19,OUT027,3074.67416
DRI39,OUT045,735.6709638
FDH52,OUT018,657.7989731
FDZ50,OUT035,3136.67763
NCN42,OUT035,2435.953872
FDB53,OUT013,2345.841823
DRG11,OUT017,1722.931145
DRK11,OUT027,3865.248558
FDQ60,OUT017,1907.82635
FDT36,OUT017,609.3221166
DRG25,OUT018,2689.407001
DRJ23,OUT046,2947.417897
FDG05,OUT035,2580.336795
NCK06,OUT018,1652.11284
FDU52,OUT017,2429.748421
FDW07,OUT018,1182.607835
NCM17,OUT045,658.7095568
FDA22,OUT045,2668.15001
NCA41,OUT018,2625.888115
FDF38,OUT035,661.4569482
FDH52,OUT046,820.0223686
FDY58,OUT019,536.7459304
FDZ16,OUT045,2940.719829
NCM18,OUT017,797.3903489
FDA22,OUT018,2397.573547
NCJ43,OUT035,2878.971146
FDI34,OUT027,5976.553678
FDG56,OUT046,786.2563037
FDS34,OUT046,1769.98533
DRC01,OUT035,816.7340146
FDQ04,OUT035,668.6768861
FDK04,OUT035,849.2673815
FDT51,OUT049,1698.86823
FDV26,OUT017,3007.418871
FDS04,OUT049,2343.391685
FDW43,OUT018,3224.82288
FDQ28,OUT010,302.1261595
NCK06,OUT017,1886.150232
FDS23,OUT018,1746.418868
FDZ36,OUT019,505.4704213
FDE56,OUT018,621.3893682
FDW10,OUT027,4691.609452
NCN14,OUT045,2894.608264
NCQ18,OUT045,1484.306146
FDW08,OUT017,1636.922787
FDU43,OUT035,3981.11129
FDR33,OUT010,267.6507672
FDM24,OUT010,356.9800424
NCZ05,OUT046,1615.918731
NCV41,OUT035,1775.576749
FDV11,OUT018,2540.411125
NCY05,OUT035,631.4305052
FDV44,OUT018,2638.89467
FDW32,OUT049,1336.714821
NCU18,OUT027,3738.580552
NCC43,OUT035,4082.590946
FDW19,OUT013,1689.791287
FDN31,OUT035,3104.867252
FDI48,OUT045,727.511948
FDS24,OUT017,1234.351117
FDF46,OUT049,1865.179259
DRG23,OUT017,2469.399688
FDG14,OUT018,2178.25698
NCY30,OUT049,2903.868428
FDO28,OUT018,1656.854039
DRD24,OUT035,2316.713248
FDI33,OUT049,1401.488929
FDN32,OUT046,2939.591627
FDR16,OUT045,3728.231157
FDF26,OUT046,2438.369538
NCN29,OUT018,600.8817538
FDE20,OUT045,2690.146656
FDA46,OUT046,3013.102904
FDU28,OUT045,2908.679673
FDQ48,OUT045,1479.283788
FDV36,OUT013,1824.493525
FDR14,OUT018,628.8308979
FDP23,OUT017,3848.474471
FDP56,OUT013,714.7518631
FDK48,OUT010,140.6630682
FDR48,OUT046,2427.445188
NCY29,OUT049,784.3624046
FDM22,OUT018,605.9472274
DRJ01,OUT013,2573.867579
FDZ43,OUT045,3842.594796
FDV03,OUT035,2451.228208
FDX11,OUT027,4910.297106
NCA41,OUT027,5046.850842
FDE38,OUT017,2629.843162
FDI27,OUT018,545.9620589
FDN32,OUT013,2947.6479
NCN43,OUT017,1834.757829
FDB47,OUT027,5703.585435
FDV03,OUT017,2394.015084
NCN30,OUT045,1472.483816
NCV54,OUT010,279.9165902
FDV07,OUT013,1656.947379
FDP07,OUT049,3006.372727
FDK48,OUT018,1251.350903
FDM15,OUT019,306.2390975
FDY19,OUT027,2949.2136
FDK46,OUT046,3946.371535
FDY11,OUT045,817.5295228
FDH09,OUT046,896.4650841
FDO08,OUT027,4295.119057
FDU14,OUT013,4096.376003
FDD22,OUT027,2915.125681
FDM27,OUT017,2469.811455
FDL02,OUT027,2710.673627
NCA17,OUT035,2363.821185
FDE38,OUT019,350.1818152
NCG07,OUT049,3125.260937
DRC27,OUT013,3968.241901
FDA27,OUT035,4179.841873
FDW40,OUT045,2226.877679
DRI11,OUT013,1806.624544
FDN50,OUT046,1427.891058
FDR12,OUT046,2783.946476
FDT34,OUT027,2696.730211
FDW11,OUT035,853.1416958
NCO30,OUT027,4990.611593
FDZ34,OUT017,3092.032612
FDU45,OUT017,1779.654877
NCD42,OUT035,629.2112592
FDX25,OUT045,2863.605776
NCR29,OUT046,821.7255693
FDX43,OUT019,368.3723754
FDB04,OUT010,158.5492788
FDR49,OUT027,1313.056549
FDS39,OUT018,2037.160618
FDW58,OUT045,1530.746286
FDG22,OUT019,13.30183645
FDG31,OUT017,783.4192704
NCV53,OUT027,6046.725219
DRJ37,OUT035,2471.69841
FDV07,OUT035,1728.623055
FDW52,OUT018,2317.080344
FDT15,OUT045,2992.258028
FDD02,OUT018,1553.579586
FDM16,OUT035,1434.596624
NCE55,OUT046,2822.076149
FDB57,OUT018,3149.717087
FDQ04,OUT013,649.2038566
FDQ47,OUT019,36.49092543
FDY14,OUT019,604.9058849
DRK37,OUT017,3109.238895
FDO25,OUT017,3788.947064
FDL57,OUT046,3997.949402
NCK29,OUT018,1705.176149
FDK46,OUT027,6233.678679
NCB43,OUT010,440.0259884
DRE01,OUT027,6032.241414
FDC46,OUT018,2637.673047
FDQ23,OUT045,1634.94373
FDX38,OUT049,773.9311687
FDG60,OUT018,3297.676134
FDW55,OUT017,4107.332569
FDP39,OUT013,701.7787599
FDB20,OUT018,1229.161183
FDV21,OUT017,1883.502325
FDZ02,OUT013,1537.392181
FDP19,OUT027,3070.429719
FDA38,OUT035,4030.701493
FDH22,OUT045,1904.465743
DRM11,OUT045,3903.985279
FDO12,OUT027,5065.655357
FDT14,OUT049,1846.959208
FDW34,OUT010,531.7225712
FDG04,OUT027,5016.313864
FDW59,OUT018,1222.798502
FDR33,OUT018,1497.080865
FDP32,OUT013,1880.696522
FDL13,OUT027,5818.573559
FDD22,OUT013,1765.726995
FDV40,OUT027,2353.916841
NCD55,OUT046,622.9079146
FDQ20,OUT010,7.853097
FDD28,OUT045,765.4055708
FDC39,OUT045,3659.086393
NCR17,OUT049,1803.491402
DRO35,OUT018,1535.351802
FDF40,OUT049,4073.096268
FDR31,OUT018,2092.424473
NCQ41,OUT017,3064.959481
FDP38,OUT046,739.0932661
NCU54,OUT027,5706.966115
FDG22,OUT018,460.8791849
DRK59,OUT013,3897.737082
FDC37,OUT046,1571.943733
NCO42,OUT013,2218.993555
NCT42,OUT017,2403.005516
FDX27,OUT035,1444.735444
FDV40,OUT018,1169.834523
FDT45,OUT027,1412.36741
FDS47,OUT019,211.2850449
FDR45,OUT035,3967.433241
FDB03,OUT045,3777.304586
FDO49,OUT035,825.1109051
FDU60,OUT027,4384.29457
FDB26,OUT018,566.6706078
FDB46,OUT017,3820.253562
FDQ37,OUT019,609.7215134
FDN03,OUT017,4198.054639
NCX30,OUT045,3844.738713
FDK32,OUT019,306.1266413
DRM47,OUT013,3043.057794
NCO02,OUT046,806.4794894
FDP04,OUT013,730.1575796
NCO43,OUT049,1640.023922
FDD59,OUT013,1394.426528
FDQ10,OUT017,2823.411702
FDW45,OUT035,2406.581173
NCK30,OUT049,4038.212732
FDU31,OUT018,3193.633487
NCQ17,OUT019,302.265498
FDN01,OUT017,2855.510691
FDZ19,OUT049,2838.293329
DRG37,OUT017,2404.54962
FDE32,OUT045,569.7509285
FDO34,OUT049,2639.920021
FDM04,OUT019,85.791826
FDZ25,OUT049,2770.75938
FDU08,OUT049,1549.414909
NCW30,OUT045,3754.741782
NCM18,OUT013,745.2551239
FDS22,OUT035,669.4942269
NCH18,OUT017,3931.834141
FDC23,OUT013,2815.116679
FDY46,OUT013,2965.898538
NCU06,OUT046,3783.075661
FDX57,OUT045,1470.6718
FDX36,OUT027,5822.842209
FDL16,OUT045,684.2057454
FDT16,OUT010,626.9490716
FDN16,OUT018,1380.77237
FDC03,OUT046,3048.534838
DRF60,OUT013,4035.417339
FDS27,OUT027,5032.994893
FDP33,OUT010,583.2374286
FDJ36,OUT018,1352.28506
NCR42,OUT013,586.4141705
FDV14,OUT017,1324.768296
NCP42,OUT035,3137.366269
FDB50,OUT027,2394.75473
NCC30,OUT027,4708.270315
FDA23,OUT018,1416.816766
FDW16,OUT017,1365.829812
FDQ52,OUT010,618.4349487
FDB58,OUT049,2413.333728
NCP29,OUT049,853.951644
NCM05,OUT045,3931.624049
FDO25,OUT013,3699.788214
NCM54,OUT046,1872.728874
NCL54,OUT046,2809.854141
FDL39,OUT010,450.3751992
FDF53,OUT018,2529.593723
NCQ42,OUT035,1900.942871
FDF58,OUT013,759.5331982
FDZ04,OUT035,825.222017
FDE26,OUT019,297.9971866
FDS60,OUT017,2620.949216
FDV58,OUT017,2775.586263
FDM04,OUT045,742.8217472
FDE08,OUT035,2378.94095
NCB43,OUT049,2993.648444
FDU11,OUT010,310.8019102
FDF22,OUT019,529.1001446
FDE24,OUT013,2240.150915
DRJ49,OUT046,1927.552151
NCQ53,OUT035,4043.011848
NCL41,OUT013,593.7361259
FDR22,OUT013,1664.988813
FDH04,OUT035,1551.441015
DRH15,OUT045,642.390738
FDY40,OUT049,754.7728899
NCI17,OUT035,1555.862497
NCC18,OUT013,2765.533318
FDY28,OUT027,5806.494545
FDB45,OUT027,2673.911925
NCL30,OUT018,1637.760055
FDM10,OUT017,3751.01884
FDH22,OUT027,3070.218672
NCZ53,OUT017,3074.578737
NCI18,OUT013,3684.671201
FDH14,OUT027,3715.534618
FDR36,OUT027,1253.830675
FDW01,OUT045,2345.720747
FDK02,OUT027,2988.631762
FDJ02,OUT018,2050.128562
FDU55,OUT013,4121.912495
NCV18,OUT027,2418.332147
FDH14,OUT018,1941.540508
FDZ37,OUT045,1401.517046
FDX49,OUT049,3972.834433
NCD43,OUT046,1663.405928
FDZ07,OUT013,721.0726975
FDK43,OUT035,1946.717474
FDR32,OUT018,3275.877732
FDT39,OUT013,2424.740336
NCV54,OUT017,1839.109938
FDF38,OUT018,466.9377127
FDV60,OUT046,2950.915859
FDH44,OUT027,3837.937314
FDS21,OUT046,781.1510138
NCL41,OUT045,600.2182619
FDM46,OUT017,1520.136953
FDU27,OUT045,700.4740803
NCJ54,OUT017,3902.340071
DRG51,OUT018,2360.963002
NCA29,OUT019,440.1903663
FDR47,OUT045,2914.469074
NCL19,OUT027,3701.22327
DRG01,OUT049,1329.418157
FDG10,OUT046,861.6763621
NCV05,OUT049,2443.207698
NCH18,OUT019,563.0851016
FDV14,OUT018,1174.552524
DRJ23,OUT035,3056.674125
DRJ11,OUT046,3038.698327
FDZ03,OUT017,3069.754993
FDI27,OUT010,53.67193491
FDJ14,OUT018,1203.559485
FDU32,OUT017,1863.007096
FDD47,OUT027,4499.852763
DRF36,OUT035,3091.575929
FDM21,OUT046,3948.844425
FDV10,OUT018,523.2811203
FDH60,OUT018,2645.582017
FDX47,OUT010,388.0648941
FDT19,OUT019,436.9347103
FDO11,OUT045,3978.694703
FDH24,OUT027,4043.187317
FDL02,OUT018,1348.231922
FDB02,OUT049,2879.540687
FDA43,OUT046,3020.619016
FDG52,OUT045,680.5304073
DRC12,OUT013,2996.464579
FDY37,OUT018,1969.147552
NCU18,OUT045,2233.093981
FDU09,OUT035,857.040067
DRJ25,OUT027,1376.54525
DRE12,OUT018,1616.527369
DRL47,OUT017,1823.811184
DRK01,OUT046,1511.212547
FDC22,OUT019,521.2839879
FDG44,OUT013,767.5629987
FDW04,OUT035,1990.386336
FDK09,OUT049,3873.002693
NCN43,OUT035,1893.479595
FDG04,OUT049,3075.046539
FDH32,OUT010,194.4996382
DRI47,OUT017,2356.424001
DRE15,OUT013,1306.815642
FDY11,OUT035,868.0010947
FDO60,OUT049,655.4536576
FDQ20,OUT018,498.9511133
FDO57,OUT027,4093.909498
FDT14,OUT019,258.2610518
FDA57,OUT049,640.2815076
DRN35,OUT017,627.2254448
FDJ03,OUT046,750.7578625
FDX28,OUT017,1639.242789
DRE25,OUT045,1350.878086
FDR09,OUT046,3984.517844
FDB23,OUT035,3968.656269
FDO08,OUT045,2546.902638
FDQ23,OUT049,1645.376471
FDW04,OUT013,1929.918869
DRK13,OUT010,524.6718512
NCL17,OUT027,3688.076541
FDY21,OUT035,3053.216567
FDJ38,OUT027,5043.698222
FDA37,OUT019,263.0820623
FDV43,OUT013,608.5489708
FDL36,OUT046,1373.418775
FDD53,OUT045,595.4538639
FDZ19,OUT010,441.5051724
FDV21,OUT045,1839.179104
NCL54,OUT018,2540.254009
DRI47,OUT027,3770.124625
DRG03,OUT049,2418.484646
FDG21,OUT013,2367.926491
FDW03,OUT018,1440.247713
NCI55,OUT046,1811.457832
DRC36,OUT019,477.525339
FDH22,OUT017,1940.654478
FDV20,OUT045,1802.488969
NCU41,OUT027,5054.598096
FDN46,OUT027,2698.016235
FDK50,OUT045,2480.081177
NCA05,OUT027,3856.99535
DRH01,OUT018,2490.12126
FDT08,OUT018,2110.232357
FDM08,OUT018,3218.32481
FDZ07,OUT035,802.3079288
FDS22,OUT017,692.2923288
FDV35,OUT027,3916.212658
FDI28,OUT010,117.7250282
FDW58,OUT027,2739.586809
FDT52,OUT045,3840.655332
FDY34,OUT046,2616.131439
FDR10,OUT046,2512.170674
FDK57,OUT017,1839.015566
FDR02,OUT027,2760.404087
FDX49,OUT046,3882.690656
FDQ20,OUT046,650.5672338
DRK23,OUT045,4010.546504
NCW06,OUT046,2996.881939
FDR31,OUT017,2379.483073
NCE43,OUT013,2715.631358
DRO59,OUT027,2360.054861
FDN09,OUT049,3968.802962
FDR11,OUT046,2592.410494
FDO57,OUT013,2472.330541
NCX18,OUT017,3060.626461
FDB05,OUT018,3442.22238
FDQ08,OUT018,610.5078498
NCG43,OUT035,1461.436411
FDJ56,OUT013,1567.618434
FDA13,OUT010,8.40589725
FDO56,OUT017,1810.76876
FDB37,OUT018,3291.082681
FDZ02,OUT018,1361.720764
FDQ24,OUT046,4071.453374
FDM16,OUT013,1387.860216
FDU35,OUT049,1637.213823
FDT35,OUT035,2747.337702
NCX30,OUT049,3973.419274
FDG04,OUT017,3057.586946
FDI12,OUT035,1445.596709
FDE35,OUT035,898.4125591
NCP14,OUT027,2709.248431
NCY53,OUT045,1584.801326
FDP49,OUT017,786.8505393
FDQ04,OUT017,657.0253413
FDM39,OUT035,2986.82382
FDO58,OUT019,370.2063673
FDC56,OUT017,1860.800853
NCQ54,OUT046,2611.608893
FDV10,OUT027,1196.582255
NCK17,OUT046,632.3396705
NCF55,OUT027,1132.175898
FDV33,OUT013,3989.31577
NCH29,OUT019,206.5844106
FDA37,OUT027,3072.268394
FDH46,OUT018,1432.376373
FDS25,OUT035,1820.804637
FDH04,OUT027,2465.037724
FDX52,OUT046,3056.820031
NCD42,OUT017,602.675537
FDW47,OUT017,1835.667643
FDL25,OUT027,2509.501146
NCJ06,OUT010,259.3806663
FDY09,OUT013,2771.71973
FDS40,OUT046,616.9020137
FDH41,OUT017,3848.851478
FDG38,OUT035,1461.806225
FDU03,OUT027,4898.288389
FDV20,OUT046,1847.616639
DRB13,OUT045,3030.503627
NCQ30,OUT013,1855.824077
NCH06,OUT013,3923.473637
FDU50,OUT018,1574.275043
NCO42,OUT019,334.4662326
FDW09,OUT018,1181.169712
FDH04,OUT013,1477.373033
FDC21,OUT045,1591.675793
FDL21,OUT049,667.59403
FDM46,OUT010,216.3772031
FDT22,OUT019,121.6245686
FDB28,OUT035,3080.43686
FDI12,OUT018,1271.205836
FDA28,OUT045,1820.902438
FDF59,OUT013,1875.413489
FDM45,OUT027,3016.757274
FDQ56,OUT017,1422.400968
FDR46,OUT049,2367.494791
FDT01,OUT013,3704.01268
FDD16,OUT027,2367.822238
NCU30,OUT010,361.2372771
FDM40,OUT010,337.2114643
FDI56,OUT035,1523.030412
NCS30,OUT013,1928.963568
FDU08,OUT017,1528.134955
FDX51,OUT027,5045.755571
FDA43,OUT045,2966.873651
FDX59,OUT010,6.15375268
FDC37,OUT018,1395.279615
FDP58,OUT013,3655.289789
NCY42,OUT035,2397.878841
FDF21,OUT018,2664.08036
FDU10,OUT027,1170.178496
DRL47,OUT018,1584.270843
FDA58,OUT018,3195.149309
FDJ22,OUT049,3024.230238
FDK50,OUT046,2508.604161
FDO38,OUT035,1351.271143
DRF60,OUT035,4118.660694
NCZ42,OUT019,561.4053658
FDD35,OUT049,1812.393521
FDL25,OUT045,1475.940527
FDJ16,OUT013,766.1676638
DRK59,OUT049,3934.311005
FDI50,OUT046,3897.394898
NCB19,OUT045,1454.812785
DRI37,OUT035,766.5627213
FDA14,OUT027,3803.732299
FDC08,OUT018,3268.806568
FDS45,OUT046,1718.129609
FDI21,OUT049,911.4761813
DRJ47,OUT035,2829.544223
DRE37,OUT027,5043.057761
FDT55,OUT018,2187.624307
NCG42,OUT027,3060.6669
FDA31,OUT049,2815.012661
NCW42,OUT046,3659.534127
FDF50,OUT017,3034.996732
FDK56,OUT049,3087.296056
FDX10,OUT035,686.055063
NCK07,OUT027,4147.639313
FDZ49,OUT017,3884.358583
FDR33,OUT013,1670.441944
FDO44,OUT018,1489.667713
FDA20,OUT046,2999.765359
NCL30,OUT045,1838.988258
FDI05,OUT019,163.0336358
FDQ12,OUT018,3336.817934
FDH47,OUT017,1505.421849
FDH34,OUT018,2629.6813
FDF29,OUT046,1886.2705
FDG40,OUT018,480.9890015
NCE18,OUT017,4053.998483
FDP21,OUT010,480.2010011
FDY50,OUT013,1479.725348
FDB36,OUT049,1954.497248
NCZ29,OUT049,1857.045084
FDU20,OUT018,1511.523076
FDO56,OUT013,1787.233035
FDW31,OUT049,3110.036476
DRH59,OUT013,1351.289294
NCB30,OUT017,3062.510069
FDK43,OUT027,3043.223815
FDW43,OUT045,3753.018399
NCL19,OUT017,2276.687704
FDJ27,OUT046,1504.244403
FDC45,OUT046,2665.088254
FDY40,OUT035,759.7929158
NCM41,OUT035,1412.372362
NCK18,OUT019,396.753226
FDP37,OUT049,1871.2727
FDA27,OUT027,6130.946156
NCX30,OUT035,4055.118385
FDR09,OUT017,4053.225355
FDG08,OUT027,4574.096441
NCU30,OUT013,2548.785707
FDB16,OUT017,1418.82057
FDM16,OUT017,1387.450093
FDC48,OUT013,1381.25056
NCF18,OUT046,2932.615277
FDU46,OUT018,1238.418768
FDH41,OUT018,3225.188494
NCN42,OUT010,327.9390047
FDU49,OUT046,1340.510815
FDB20,OUT027,2388.173299
FDG50,OUT019,168.3395617
FDW20,OUT045,1711.368926
NCO55,OUT049,1658.904117
